timestamp,raw_value
2025-10-15T09:47:57.030072,2047
2025-10-15T09:47:57.030524,2047
2025-10-15T09:47:57.031055,2047
2025-10-15T09:47:57.031667,1048
2025-10-15T09:47:57.032291,-1078
2025-10-15T09:47:57.032784,-2048
2025-10-15T09:47:57.033279,-1722
2025-10-15T09:47:57.033699,874
2025-10-15T09:47:57.034109,2023
2025-10-15T09:47:57.034541,1093
2025-10-15T09:47:57.034939,951
2025-10-15T09:47:57.035370,539
2025-10-15T09:47:57.035773,-1905
2025-10-15T09:47:57.036181,-2048
2025-10-15T09:47:57.036583,-2048
2025-10-15T09:47:57.036921,-2048
2025-10-15T09:47:57.037286,-1098
2025-10-15T09:47:57.037929,1065
2025-10-15T09:47:57.075037,2047
2025-10-15T09:47:57.075706,2047
2025-10-15T09:47:57.076169,2047
2025-10-15T09:47:57.076627,637
2025-10-15T09:47:57.077038,-1202
2025-10-15T09:47:57.077554,-2048
2025-10-15T09:47:57.078109,-2048
2025-10-15T09:47:57.078616,-2048
2025-10-15T09:47:57.079034,-1465
2025-10-15T09:47:57.079466,-886
2025-10-15T09:47:57.079838,-1045
2025-10-15T09:47:57.080227,-1332
2025-10-15T09:47:57.080598,-1544
2025-10-15T09:47:57.080972,-2011
2025-10-15T09:47:57.081452,-2048
2025-10-15T09:47:57.081881,-2048
2025-10-15T09:47:57.082272,-2048
2025-10-15T09:47:57.082682,-2048
2025-10-15T09:47:57.105455,-2048
2025-10-15T09:47:57.106446,-2048
2025-10-15T09:47:57.107368,-2008
2025-10-15T09:47:57.108202,-1933
2025-10-15T09:47:57.108816,-1862
2025-10-15T09:47:57.109731,-1794
2025-10-15T09:47:57.110519,-1725
2025-10-15T09:47:57.111178,-1661
2025-10-15T09:47:57.111758,-1602
2025-10-15T09:47:57.112386,-1541
2025-10-15T09:47:57.113055,-1483
2025-10-15T09:47:57.113922,-1429
2025-10-15T09:47:57.114597,-1377
2025-10-15T09:47:57.115195,-1323
2025-10-15T09:47:57.116003,-1273
2025-10-15T09:47:57.116725,-1225
2025-10-15T09:47:57.117493,-1174
2025-10-15T09:47:57.118138,-1125
2025-10-15T09:47:57.118919,-1092
2025-10-15T09:47:57.165227,-964
2025-10-15T09:47:57.166145,-803
2025-10-15T09:47:57.166920,-626
2025-10-15T09:47:57.167633,-378
2025-10-15T09:47:57.168277,-225
2025-10-15T09:47:57.168919,-392
2025-10-15T09:47:57.169699,-629
2025-10-15T09:47:57.170617,-810
2025-10-15T09:47:57.171692,-839
2025-10-15T09:47:57.172633,-793
2025-10-15T09:47:57.173513,-641
2025-10-15T09:47:57.174346,-138
2025-10-15T09:47:57.175142,807
2025-10-15T09:47:57.176034,1429
