session_id,timestamp,session_name,duration_minutes,music_involved,music_link,Delta,Theta,AlphaLow,AlphaHigh,BetaLow,BetaHigh,GammaLow,GammaHigh,Attention,Meditation
1e047abd,15:23:19,exercise,10,no,,1222132,105635,14696,26363,10301,9728,4732,1151,23,48
1e047abd,15:23:20,exercise,10,no,,366037,100307,12331,33755,30540,10414,5531,6874,24,47
1e047abd,15:23:21,exercise,10,no,,927050,44868,15279,10920,26242,12693,2831,1422,38,50
1e047abd,15:23:22,exercise,10,no,,602815,73050,44424,11377,6455,7105,7745,3099,37,54
1e047abd,15:23:23,exercise,10,no,,2002957,49913,48770,38363,39649,55132,12224,1747,37,54
1e047abd,15:23:24,exercise,10,no,,176538,43866,11132,7757,8616,16386,7892,1668,50,53
1e047abd,15:23:25,exercise,10,no,,656808,90347,43433,24412,16045,7346,5577,2189,47,60
1e047abd,15:23:26,exercise,10,no,,1061759,26906,10216,4430,12740,9673,3393,2369,48,60
1e047abd,15:23:27,exercise,10,no,,1992440,110485,3571,28233,36842,22297,30059,9836,57,47
1e047abd,15:23:28,exercise,10,no,,111433,55187,9397,16250,3784,4637,4948,2669,44,51
1e047abd,15:23:29,exercise,10,no,,104013,123039,40547,22978,25920,27709,12758,2775,54,47
1e047abd,15:23:30,exercise,10,no,,1117519,438415,20231,115645,113161,81056,42605,25381,50,43
1e047abd,15:23:31,exercise,10,no,,119114,9967,3181,3115,900,610,471,191,37,53
1e047abd,15:23:32,exercise,10,no,,792404,169101,170291,140758,115180,51431,23598,9504,41,63
1e047abd,15:23:33,exercise,10,no,,1041220,36271,13759,8046,2550,2500,2096,1116,29,64
1e047abd,15:23:34,exercise,10,no,,1000035,14501,1454,5612,4602,7714,5550,2300,40,66
1e047abd,15:23:35,exercise,10,no,,1067265,151818,28036,92278,92243,28337,20324,6042,48,63
1e047abd,15:23:36,exercise,10,no,,219969,74521,3455,12250,21488,11402,2342,1534,50,44
1e047abd,15:23:37,exercise,10,no,,214735,122600,10449,6962,29082,11800,3465,3149,56,29
1e047abd,15:23:38,exercise,10,no,,722662,289786,3589,20885,86607,37118,24403,7468,47,16
1e047abd,15:23:39,exercise,10,no,,1030064,268711,72801,60835,80525,27014,18122,2944,43,14
1e047abd,15:23:40,exercise,10,no,,1090239,31648,30484,16694,45555,11547,5788,2890,44,27
1e047abd,15:23:41,exercise,10,no,,203569,36916,43595,40276,31518,29813,11006,6363,54,48
1e047abd,15:23:42,exercise,10,no,,2001089,88804,25532,61909,77352,22551,15368,10169,56,69
1e047abd,15:23:43,exercise,10,no,,636257,24331,13698,14828,30899,20200,23647,4780,74,67
1e047abd,15:23:44,exercise,10,no,,170937,29823,24700,4886,12288,9416,13217,3639,74,69
1e047abd,15:23:45,exercise,10,no,,324437,235737,36815,21726,20511,15142,9951,4696,57,54
1e047abd,15:23:46,exercise,10,no,,1864903,510414,100632,65899,54803,30866,26356,3029,48,50
1e047abd,15:23:47,exercise,10,no,,792964,151543,26646,14499,15136,9568,8131,7388,29,44
1e047abd,15:23:48,exercise,10,no,,239420,8683,24528,29445,8967,9449,5351,1224,27,57
1e047abd,15:23:49,exercise,10,no,,2302583,179164,14463,84511,90130,25459,6117,3117,34,63
1e047abd,15:23:50,exercise,10,no,,327608,124634,7048,19735,16675,15263,8917,7262,40,57
1e047abd,15:23:51,exercise,10,no,,1199225,94750,35794,34514,13472,7138,3988,1285,38,67
1e047abd,15:23:52,exercise,10,no,,690953,32606,23337,9742,44528,33401,8274,5938,50,50
1e047abd,15:23:53,exercise,10,no,,326958,331096,65704,52714,18873,24111,8934,14621,44,48
1e047abd,15:23:54,exercise,10,no,,807148,19335,10728,1380,28282,9708,11765,10543,54,50
1e047abd,15:23:55,exercise,10,no,,295894,172810,10264,28624,38857,44581,19066,9250,70,37
1e047abd,15:23:56,exercise,10,no,,1423906,239204,89215,54256,19787,57875,35383,14853,60,40
1e047abd,15:23:57,exercise,10,no,,594043,98359,17687,35529,21341,20372,12830,6711,67,41
1e047abd,15:23:58,exercise,10,no,,2422335,146798,41134,45071,31336,26700,11211,3117,60,48
1e047abd,15:23:59,exercise,10,no,,186258,23923,5092,2950,4035,1753,1060,555,47,53
1e047abd,15:24:00,exercise,10,no,,2797692,92154,1429,30676,22185,21584,21799,17656,47,47
1e047abd,15:24:01,exercise,10,no,,1104978,491181,177288,275245,221854,209952,180840,48827,51,50
1e047abd,15:24:02,exercise,10,no,,801057,67116,13431,19235,30304,86066,16261,11152,51,50
1e047abd,15:24:03,exercise,10,no,,150774,21292,4417,3074,2577,1218,909,501,41,44
1e047abd,15:24:04,exercise,10,no,,344245,139948,13915,23104,14298,19222,9493,4547,48,43
1e047abd,15:24:05,exercise,10,no,,1883617,184343,37308,26623,25784,24448,19225,8727,43,44
1e047abd,15:24:06,exercise,10,no,,396325,64616,63771,55135,20976,26701,8212,6565,40,54
1e047abd,15:24:07,exercise,10,no,,860388,109654,109989,61225,16011,33732,31082,8617,50,67
1e047abd,15:24:08,exercise,10,no,,1574481,890984,40841,105924,45145,57180,36483,13801,43,63
1e047abd,15:24:09,exercise,10,no,,540543,15005,7566,13235,2303,16574,1788,2783,60,69
1e047abd,15:24:10,exercise,10,no,,1652265,145189,31474,120361,56773,13542,7695,7274,48,66
1e047abd,15:24:11,exercise,10,no,,1517393,16535,8741,11276,22989,26828,6746,1007,64,51
1e047abd,15:24:12,exercise,10,no,,828506,83356,59549,45787,67060,47461,9096,1788,80,64
1e047abd,15:24:13,exercise,10,no,,684196,431728,172690,198929,109810,94032,67111,13538,66,64
1e047abd,15:24:14,exercise,10,no,,113669,17672,2973,1690,893,2256,590,229,75,53
1e047abd,15:24:15,exercise,10,no,,207056,109175,8813,8310,2944,15027,3493,835,56,47
1e047abd,15:24:16,exercise,10,no,,254521,202623,6277,25469,15770,6473,2695,1915,35,35
1e047abd,15:24:17,exercise,10,no,,510059,136142,33496,1905,10910,9666,5483,3798,27,24
1e047abd,15:24:18,exercise,10,no,,327995,18211,16445,14614,4567,3272,2329,761,23,43
1e047abd,15:24:19,exercise,10,no,,508662,261887,23692,20954,43858,16679,7689,7006,16,43
1e047abd,15:24:20,exercise,10,no,,640535,91358,15651,11054,17705,2565,4657,1016,14,48
1e047abd,15:24:21,exercise,10,no,,1550580,187412,30667,43398,80639,42984,10760,7100,24,48
1e047abd,15:24:22,exercise,10,no,,1297126,107460,59029,103120,32974,15119,10382,3117,23,47
1e047abd,15:24:23,exercise,10,no,,139077,35227,4929,3752,1949,1637,1278,267,17,51
1e047abd,15:24:24,exercise,10,no,,889591,148191,12545,29779,31817,67249,21239,9444,47,47
1e047abd,15:24:25,exercise,10,no,,540334,136590,6954,58954,17858,13929,8875,2717,38,51
1e047abd,15:24:26,exercise,10,no,,880188,222736,140586,42612,61637,29629,16334,14662,41,47
1e047abd,15:24:27,exercise,10,no,,40964,7337,3629,600,2023,807,651,403,47,53
1e047abd,15:24:28,exercise,10,no,,937453,101745,25453,43553,20970,18425,13977,3165,35,64
1e047abd,15:24:29,exercise,10,no,,271330,36367,13545,8067,7205,11572,1164,961,44,64
1e047abd,15:24:30,exercise,10,no,,901779,143274,15934,37352,27844,20197,6967,3305,44,64
1e047abd,15:24:31,exercise,10,no,,983596,29298,10228,3503,11193,9818,3841,2058,54,56
1e047abd,15:24:32,exercise,10,no,,745561,51649,17606,4495,7850,4748,1965,602,54,56
1e047abd,15:24:33,exercise,10,no,,1616530,176774,10327,24342,70369,40134,17732,7049,64,43
1e047abd,15:24:34,exercise,10,no,,1685741,634316,188997,97737,69841,69247,10852,22519,61,41
1e047abd,15:24:35,exercise,10,no,,313578,36441,10386,3100,1688,2585,1208,755,50,40
1e047abd,15:24:36,exercise,10,no,,307283,74956,40265,6676,13241,2816,7194,4429,27,47
1e047abd,15:24:37,exercise,10,no,,1470914,184663,94608,48895,31828,27129,31420,10604,20,61
1e047abd,15:24:38,exercise,10,no,,117477,79755,5042,4704,8338,8559,9128,3993,23,48
1e047abd,15:24:39,exercise,10,no,,306926,36729,31346,21461,26622,20296,20612,6014,37,53
